Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSDARG00000002031	tox4a	TOX high mobility group box family member 4 a [Source:ZFIN;Acc:ZDB-GENE-070912-576]	2	38068069	38080075	-1
ENSDARG00000112625	CR774178.2	glucose-6-phosphate dehydrogenase [Source:NCBI gene;Acc:570579]	CHR_ALT_CTG23_1_8	13833934	13861282	-1
ENSDARG00000109998	ntn4	netrin 4 [Source:ZFIN;Acc:ZDB-GENE-050310-1]	CHR_ALT_CTG7_1_13	19333456	19362387	-1
ENSDARG00000116894	zdhhc23b	zinc finger, DHHC-type containing 23b [Source:ZFIN;Acc:ZDB-GENE-040808-13]	CHR_ALT_CTG24_1_7	21103439	21111476	-1
ENSDARG00000102333	fcf1	FCF1 rRNA-processing protein [Source:ZFIN;Acc:ZDB-GENE-050417-67]	17	49457158	49481672	-1
ENSDARG00000112805	lnx2a	ligand of numb-protein X 2a [Source:ZFIN;Acc:ZDB-GENE-060228-2]	CHR_ALT_CTG24_1_8	21666478	21689657	-1
ENSDARG00000095493	CU570881.1		22	4783644	4784658	-1
ENSDARG00000111913	or106-10	odorant receptor, family G, subfamily 106, member 10 [Source:ZFIN;Acc:ZDB-GENE-070806-62]	CHR_ALT_CTG10_2_7	36299423	36300364	1
ENSDARG00000074403	pex5lb	peroxisomal biogenesis factor 5-like b [Source:ZFIN;Acc:ZDB-GENE-111221-1]	2	5245692	5280718	1
ENSDARG00000101985	socs9	suppressor of cytokine signaling 9 [Source:ZFIN;Acc:ZDB-GENE-030131-4065]	15	47605529	47607480	-1
ENSDARG00000112723	LO018508.1		2	54327160	54353625	1
ENSDARG00000110815	CR788324.2	F-box protein 31 [Source:NCBI gene;Acc:555190]	CHR_ALT_CTG25_1_17	21863188	21893663	-1
ENSDARG00000111008	CU694317.1		17	14695446	14696529	-1
ENSDARG00000099149	hs3st3b1a	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1a [Source:ZFIN;Acc:ZDB-GENE-070202-4]	3	48842918	48869632	1
ENSDARG00000008026	fam129bb	family with sequence similarity 129, member Bb [Source:ZFIN;Acc:ZDB-GENE-030131-6218]	5	28915389	28970059	-1
ENSDARG00000005713	ethe1	ethylmalonic encephalopathy 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2503]	16	54303491	54320489	1
ENSDARG00000111081	dhrs13b	dehydrogenase/reductase (SDR family) member 13b [Source:ZFIN;Acc:ZDB-GENE-040801-253]	CHR_ALT_CTG15_1_16	24568798	24575148	1
ENSDARG00000110004	tnksa	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase a [Source:ZFIN;Acc:ZDB-GENE-030131-7450]	CHR_ALT_CTG21_1_11	19926100	20096278	1
ENSDARG00000109399	si:ch1073-110a20.7	si:ch1073-110a20.7 [Source:ZFIN;Acc:ZDB-GENE-121214-133]	1	59125767	59126139	-1
ENSDARG00000115943	vrtn	vertebrae development associated [Source:ZFIN;Acc:ZDB-GENE-060929-700]	CHR_ALT_CTG20_1_16	27751119	27753152	1
ENSDARG00000116306	RF00001		12	36809059	36809175	-1
ENSDARG00000105227	RF00001		KN150165.1	7444	7560	-1
ENSDARG00000091637	pip4k2cb	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma b [Source:ZFIN;Acc:ZDB-GENE-141212-236]	11	2398843	2413107	1
ENSDARG00000111639	RF00001		17	47510280	47510396	-1
ENSDARG00000084910	RF00001		8	4245784	4245902	1
ENSDARG00000108602	RF00001		19	39874831	39874947	1
ENSDARG00000098174	CABZ01088274.1	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	KN150631.1	20777	25082	1
ENSDARG00000107678	RF00001		2	35831329	35831445	1
ENSDARG00000112322	RF00001		24	23089389	23089505	1
ENSDARG00000103695	RF00001		16	31634470	31634595	1
ENSDARG00000084075	RF00001		14	10678393	10678511	-1
ENSDARG00000100079	RF00026		4	64697744	64697847	1
ENSDARG00000109157	RF00001		2	27233666	27233781	-1
ENSDARG00000106253	RF00001		2	51458113	51458228	-1
ENSDARG00000110134	RF00001		13	39969349	39969465	1
ENSDARG00000113401	RF00026		4	69493085	69493191	1
ENSDARG00000080713	dre-mir-200c	dre-mir-200c [Source:miRBase;Acc:MI0002039]	6	40656204	40656288	-1
ENSDARG00000116161	trip12	thyroid hormone receptor interactor 12 [Source:ZFIN;Acc:ZDB-GENE-041111-262]	CHR_ALT_CTG18_1_46	41250987	41310842	1
ENSDARG00000083309	mir196a-1	microRNA 196a-1 [Source:ZFIN;Acc:ZDB-MIRNAG-041217-14]	23	36088091	36088196	1
ENSDARG00000104506	dre-mir-219-2	dre-mir-219-2 [Source:miRBase;Acc:MI0001385]	5	65101371	65101450	1
ENSDARG00000081763	dre-mir-184-1	dre-mir-184-1 [Source:miRBase;Acc:MI0002026]	18	26203303	26203389	-1
ENSDARG00000110384	CR788249.3		2	14994393	14994490	-1
ENSDARG00000008623	cops3	COP9 signalosome subunit 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7660]	12	1455147	1467915	1
ENSDARG00000113725	CR925820.13		CHR_ALT_CTG10_1_35	40457580	40458632	-1
ENSDARG00000103445	CR376738.2		7	29005622	29006398	1
ENSDARG00000076673	wu:fi04e12	wu:fi04e12 [Source:ZFIN;Acc:ZDB-GENE-030131-5575]	20	52851793	52882881	-1
ENSDARG00000114783	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	4	34860183	34882311	1
ENSDARG00000114143	klf3	Kruppel-like factor 3 (basic) [Source:ZFIN;Acc:ZDB-GENE-011116-1]	CHR_ALT_CTG1_1_14	18577653	18588064	-1
ENSDARG00000099181	LO018568.1	neuronal acetylcholine receptor subunit alpha-9-II-like [Source:NCBI gene;Acc:798522]	14	669982	677801	-1
ENSDARG00000078388	glis2a	GLIS family zinc finger 2a [Source:ZFIN;Acc:ZDB-GENE-130102-1]	22	26524760	26558166	-1
ENSDARG00000070651	prkcdb	protein kinase C, delta b [Source:ZFIN;Acc:ZDB-GENE-111129-1]	11	18343890	18384534	-1
ENSDARG00000070145	magi1a	membrane associated guanylate kinase, WW and PDZ domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-081105-13]	8	54055390	54072665	1
ENSDARG00000055841	CABZ01046427.1		22	8843870	8876699	-1
ENSDARG00000020493	lgi1a	leucine-rich, glioma inactivated 1a [Source:ZFIN;Acc:ZDB-GENE-030131-1731]	13	421231	430143	1
ENSDARG00000113396	BX548045.2		17	44399360	44402713	-1
ENSDARG00000103959	pak1	p21 protein (Cdc42/Rac)-activated kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030826-29]	18	3169579	3286769	1
ENSDARG00000079697	zgc:194908	zgc:194908 [Source:ZFIN;Acc:ZDB-GENE-081022-164]	5	50780985	50781623	-1
ENSDARG00000115030	mtdha	metadherin a [Source:ZFIN;Acc:ZDB-GENE-030616-615]	CHR_ALT_CTG19_1_7	32896873	32914163	-1
ENSDARG00000109262	CU928131.1		13	50287009	50309969	-1
ENSDARG00000104280	bnip1b	BCL2 interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-120203-6]	21	41535954	41545995	-1
ENSDARG00000113512	ddhd1b	DDHD domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-040724-18]	CHR_ALT_CTG20_2_1	9787436	9823395	1
ENSDARG00000107086	CU179656.1		2	54086436	54270366	1
ENSDARG00000112055	smc3	structural maintenance of chromosomes 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3196]	CHR_ALT_CTG22_2_7	29849825	29893936	-1
ENSDARG00000067966	fem1a	fem-1 homolog a (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-030131-5824]	2	58868109	58869453	-1
ENSDARG00000103341	si:ch211-110e21.4	si:ch211-110e21.4 [Source:ZFIN;Acc:ZDB-GENE-131126-43]	3	60047032	60055409	1
ENSDARG00000100981	CABZ01055306.1		2	7668573	7696503	-1
ENSDARG00000083967	RF00001		9	11447777	11447909	1
ENSDARG00000100070	RF00001		2	54727306	54727426	-1
ENSDARG00000083952	RF00001		20	46883360	46883487	-1
ENSDARG00000084476	RF00001		14	27556486	27556622	-1
ENSDARG00000106318	RF00001		12	25648127	25648243	1
ENSDARG00000115879	RF00003		4	42631854	42632017	1
ENSDARG00000113335	RF00003		4	42640158	42640321	1
ENSDARG00000080645	RF00001		16	19190514	19190631	-1
ENSDARG00000098480	RF00001		KN149904.1	46459	46574	1
ENSDARG00000105894	RF00001		25	13196626	13196742	1
ENSDARG00000107286	RF00001		18	25158661	25158777	-1
ENSDARG00000113571	RF00091		6	7718273	7718414	-1
ENSDARG00000106425	RF00001		5	2473511	2473627	1
ENSDARG00000110390	RF00001		25	28429618	28429732	-1
ENSDARG00000116480	RF00001		16	23523261	23523375	-1
ENSDARG00000106193	RF00001		4	14744576	14744691	-1
ENSDARG00000111476	RF00001		16	45174446	45174560	-1
ENSDARG00000111112	RF00001		14	5455707	5455823	1
ENSDARG00000107175	RF00001		12	4497364	4497479	1
ENSDARG00000107613	RF00001		10	339912	340027	-1
ENSDARG00000115052	RF00001		6	54814921	54815037	-1
ENSDARG00000108595	RF00001		14	18367834	18367949	-1
ENSDARG00000112848	RF00001		12	39345392	39345506	-1
ENSDARG00000107514	RF00001		23	43335460	43335575	1
ENSDARG00000116626	RF00026		4	31218729	31218835	-1
ENSDARG00000113058	RF00026		4	32279602	32279708	1
ENSDARG00000115680	RF00001		2	6766293	6766407	-1
ENSDARG00000113731	RF01848		1	16937417	16937633	-1
ENSDARG00000080238	dre-let-7c-2	dre-let-7c-2 [Source:miRBase;Acc:MI0001867]	10	38072077	38072168	-1
ENSDARG00000082167	dre-mir-142a	dre-mir-142a [Source:miRBase;Acc:MI0002005]	5	3170736	3170826	1
ENSDARG00000111012	CT583728.11		4	55782758	55782855	1
ENSDARG00000113369	dre-mir-430c-1	dre-mir-430c-1 [Source:miRBase;Acc:MI0001529]	4	28708593	28708665	1
ENSDARG00000083480	NC_002333.23		MT	951	1019	1
ENSDARG00000082753	NC_002333.17		MT	1020	1971	1
ENSDARG00000081443	NC_002333.10		MT	1972	2042	1
ENSDARG00000080337	NC_002333.4		MT	2043	3725	1
ENSDARG00000083046	NC_002333.19		MT	3726	3802	1
ENSDARG00000063895	mt-nd1	NADH dehydrogenase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-7]	MT	3803	4777	1
ENSDARG00000083118	NC_002333.20		MT	4781	4854	1
ENSDARG00000080630	NC_002333.6		MT	4852	4922	-1
ENSDARG00000082084	NC_002333.14		MT	4924	4992	1
ENSDARG00000063899	mt-nd2	NADH dehydrogenase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-8]	MT	4993	6039	1
ENSDARG00000080718	NC_002333.7		MT	6038	6107	1
ENSDARG00000080401	NC_002333.5		MT	6109	6176	-1
ENSDARG00000081938	NC_002333.13		MT	6178	6250	-1
ENSDARG00000082789	NC_002333.18		MT	6283	6354	-1
ENSDARG00000080128	NC_002333.1		MT	6353	6423	-1
ENSDARG00000063905	mt-co1	cytochrome c oxidase I, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-14]	MT	6425	7975	1
ENSDARG00000081369	NC_002333.9		MT	7976	8046	-1
ENSDARG00000083519	NC_002333.24		MT	8049	8117	1
ENSDARG00000063908	mt-co2	cytochrome c oxidase II, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-15]	MT	8130	8820	1
ENSDARG00000080151	NC_002333.2		MT	8821	8893	1
ENSDARG00000063910	mt-atp8	ATP synthase 8, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-19]	MT	8894	9058	1
ENSDARG00000063911	mt-atp6	ATP synthase 6, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-18]	MT	9052	9735	1
ENSDARG00000063912	mt-co3	cytochrome c oxidase III, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-16]	MT	9735	10520	1
ENSDARG00000081758	NC_002333.12		MT	10520	10589	1
ENSDARG00000063914	mt-nd3	NADH dehydrogenase 3, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-9]	MT	10590	10940	1
ENSDARG00000080329	NC_002333.3		MT	10939	11008	1
ENSDARG00000063916	mt-nd4l	NADH dehydrogenase 4L, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-11]	MT	11009	11305	1
ENSDARG00000063917	mt-nd4	NADH dehydrogenase 4, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-10]	MT	11299	12679	1
ENSDARG00000082716	NC_002333.16		MT	12681	12750	1
ENSDARG00000082123	NC_002333.15		MT	12750	12819	1
ENSDARG00000081280	NC_002333.8		MT	12823	12895	1
ENSDARG00000063921	mt-nd5	NADH dehydrogenase 5, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-12]	MT	12897	14717	1
ENSDARG00000063922	mt-nd6	NADH dehydrogenase 6, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-13]	MT	14714	15232	-1
ENSDARG00000083312	NC_002333.21		MT	15233	15301	-1
ENSDARG00000063924	mt-cyb	cytochrome b, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-17]	MT	15308	16448	1
ENSDARG00000083462	NC_002333.22		MT	16449	16520	1
ENSDARG00000081475	NC_002333.11		MT	16527	16596	-1
ENSDARG00000117210	CABZ01056275.1		KN150342.1	26584	31101	-1
ENSDARG00000117633	CABZ01024499.1		KN150244.1	12960	18322	1
ENSDARG00000117383	CABZ01067440.1		KN150691.1	84292	87470	-1
ENSDARG00000117729	CABZ01058045.1		KZ116019.1	3917	9036	-1
ENSDARG00000117653	CABZ01018269.1		KN149884.1	28781	37496	-1
ENSDARG00000117534	BX927374.2		KN149690.1	73094	85590	-1
ENSDARG00000117655	CABZ01059914.1		KN149698.1	55899	57087	1
ENSDARG00000117812	CABZ01068177.1		KN149978.1	3824	10647	-1
ENSDARG00000117393	CABZ01064941.1	thrombospondin-1-like [Source:NCBI gene;Acc:100535166]	KN150131.1	60456	70848	1
ENSDARG00000117329	CABZ01113815.1		KN150141.1	426	9811	1
ENSDARG00000117429	CABZ01025311.1		KN149784.1	29639	42286	1
ENSDARG00000117822	CABZ01085061.1		KN150670.1	34341	72300	-1
ENSDARG00000117513	CABZ01024844.1	uncharacterized LOC110438450 [Source:NCBI gene;Acc:110438450]	KN149989.1	142	8680	1
ENSDARG00000117569	CABZ01078600.1		KN149795.1	2783	15243	1
ENSDARG00000117619	CABZ01079804.1		KN150030.1	51413	57054	-1
ENSDARG00000117218	CABZ01118004.1		KN150104.1	20111	25034	1
ENSDARG00000117379	CABZ01088275.1		KN150631.1	29810	32571	1
ENSDARG00000117606	CABZ01084382.1		KN150326.1	6045	18656	-1
ENSDARG00000117313	CABZ01005857.2		KZ115972.1	17084	18173	1
ENSDARG00000117717	CABZ01079276.1		KN150127.1	6611	13783	-1
ENSDARG00000117659	CABZ01079280.1		KN150127.1	13896	26001	-1
ENSDARG00000117609	CABZ01079281.1		KN150127.1	27702	32057	-1
ENSDARG00000117349	CABZ01038697.1		KN150708.1	36	5761	-1
ENSDARG00000117552	CABZ01078607.1		KN149959.1	14158	18642	-1
ENSDARG00000117616	CABZ01101984.1		KN150698.1	28829	31963	-1
ENSDARG00000117813	CABZ01092942.1		KN149753.1	11147	17458	-1
ENSDARG00000117363	CABZ01071845.1		KN149790.1	39	3047	-1
ENSDARG00000117824	CABZ01064670.1		10	32901	45486	-1
ENSDARG00000117666	CABZ01066320.2		10	1541263	1544095	-1
ENSDARG00000117545	CABZ01066320.1		10	1544163	1552789	-1
ENSDARG00000117546	CABZ01070747.1	uncharacterized LOC100535760 [Source:NCBI gene;Acc:100535760]	10	1982550	1991468	1
ENSDARG00000117790	AL935269.1		10	10178101	10195602	1
ENSDARG00000117593	CT027832.1	wu:fk95d07 [Source:NCBI gene;Acc:335245]	10	15082410	15086297	-1
ENSDARG00000117452	AL928714.1		10	18798927	18802350	1
ENSDARG00000117285	CABZ01059627.3	mucin-17-like [Source:NCBI gene;Acc:108191474]	10	19583289	19589733	1
ENSDARG00000117243	CABZ01059623.1		10	19602334	19615527	1
ENSDARG00000117611	FP102052.2		10	22938231	22956370	1
ENSDARG00000117627	CR925737.1		10	30978386	30988104	1
ENSDARG00000117222	BX088525.2		10	33361020	33364108	1
ENSDARG00000117621	FP016248.1		10	38040366	38168078	-1
ENSDARG00000117767	CABZ01051877.1		10	38749266	38760444	1
ENSDARG00000117289	FP236542.2		10	42799115	42870149	-1
ENSDARG00000117530	CABZ01085662.1		10	44242236	44253104	-1
ENSDARG00000117699	CABZ01074708.1	M-phase phosphoprotein 9 [Source:NCBI gene;Acc:101886588]	10	44268481	44275885	-1
ENSDARG00000117504	CABZ01072084.1	huntingtin-interacting protein 1-related protein-like [Source:NCBI gene;Acc:110440077]	10	44493919	44501719	-1
ENSDARG00000117335	LO018608.1		20	3403647	3416581	1
ENSDARG00000117320	CABZ01067980.1		20	4304457	4307735	1
ENSDARG00000117444	CABZ01067979.1		20	4309521	4318473	1
ENSDARG00000117661	CABZ01062797.1		20	6012451	6023109	-1
ENSDARG00000117515	CABZ01062796.1		20	6028201	6035070	-1
ENSDARG00000117290	BX276098.1		20	21478028	21545979	1
ENSDARG00000117670	BX255917.2		20	27579772	27589007	1
ENSDARG00000117398	AL928866.2		20	28995857	29012542	1
ENSDARG00000117564	CU179729.1		20	52064027	52082500	1
ENSDARG00000117691	CABZ01067348.1		24	1673250	1837822	-1
ENSDARG00000117682	CR388417.2		24	3816698	3842866	-1
ENSDARG00000117496	CR388417.1		24	3867036	3935979	-1
ENSDARG00000117494	BX005392.4		24	17318521	17319849	1
ENSDARG00000117315	CR354564.2		24	22969054	22992203	-1
ENSDARG00000117234	CR354564.1		24	23024880	23087895	-1
ENSDARG00000117354	CR361560.1		24	23113614	23175936	-1
ENSDARG00000117487	BX640462.3		24	23589745	23642905	-1
ENSDARG00000117213	CR383669.7		24	27391512	27393386	1
ENSDARG00000117680	FP245452.1		24	29140066	29146380	1
ENSDARG00000117595	BX088705.1		24	31055418	31081433	-1
ENSDARG00000117540	CT737162.3	uncharacterized LOC100535932 [Source:NCBI gene;Acc:100535932]	24	31846895	31855388	1
ENSDARG00000117271	CR954298.1		24	37012723	37015120	1
ENSDARG00000117431	CABZ01065684.1		13	8011303	8023465	1
ENSDARG00000117490	BX537274.2		13	10160856	10167070	1
ENSDARG00000117721	CT025771.1		13	12498462	12523894	1
ENSDARG00000117286	CABZ01032351.1	uncharacterized LOC100150811 [Source:NCBI gene;Acc:100150811]	13	19151268	19155959	1
ENSDARG00000117817	BX000463.2		13	20707546	20788495	1
ENSDARG00000117614	CR550304.1		13	22778060	22784433	-1
ENSDARG00000117727	BX510306.1		13	26051785	26210369	-1
ENSDARG00000117341	CR354610.2		13	27363949	27367958	1
ENSDARG00000117578	CT025909.2		13	29749474	29763591	-1
ENSDARG00000117566	BX005005.2		13	31042514	31051156	-1
ENSDARG00000117551	BX005005.1		13	31052536	31061816	-1
ENSDARG00000117720	CR559941.1		13	31983061	31995905	-1
ENSDARG00000117212	BX470107.1		13	32023488	32063016	-1
ENSDARG00000117415	CR559944.1		13	43921833	43987909	1
ENSDARG00000117440	BX936305.2		13	45942158	45958468	1
ENSDARG00000117795	CU571066.1		13	46202830	46205542	-1
ENSDARG00000117342	CU570781.3	zinc finger protein 518A [Source:NCBI gene;Acc:101883869]	13	50481817	50517225	1
ENSDARG00000117695	FP102122.3		13	50709317	50715635	-1
ENSDARG00000117471	FP102122.2		13	50730055	50737743	-1
ENSDARG00000117760	CU929144.1		13	51297553	51375708	1
ENSDARG00000117598	CABZ01094390.1		13	51428398	51431317	1
ENSDARG00000117816	CABZ01078767.1		13	51445949	51456977	1
ENSDARG00000117319	CABZ01092746.1	uncharacterized LOC100535731 [Source:NCBI gene;Acc:100535731]	13	52107945	52111988	-1
ENSDARG00000117384	CABZ01084575.1		6	237924	245968	-1
ENSDARG00000117479	CABZ01057381.1		6	808649	823434	-1
ENSDARG00000117386	CU855799.1		6	1262612	1273725	-1
ENSDARG00000117673	LO017858.1		6	2491733	2506452	1
ENSDARG00000117550	LO018168.1		6	2519973	2593500	1
ENSDARG00000117420	BX950865.1		6	5938477	5961955	1
ENSDARG00000117823	BX537296.5		6	20202009	20360733	-1
ENSDARG00000117651	BX927341.6		6	20284289	20432247	-1
ENSDARG00000117762	BX537277.3		6	22462474	22520869	1
ENSDARG00000117236	CU062632.1	ubiquitin-conjugating enzyme E2O [Source:NCBI gene;Acc:101883975]	6	23620640	23664708	1
ENSDARG00000117309	BX927081.3		6	24310761	24316479	1
ENSDARG00000117287	LO017955.1		6	32521642	32557993	1
ENSDARG00000117631	LO017955.2		6	32573996	32592792	-1
ENSDARG00000117733	CR848703.1		6	34442409	34484743	1
ENSDARG00000117826	CR385041.1		6	34487776	34510136	1
ENSDARG00000117333	CR628341.2		6	38518219	38590172	1
ENSDARG00000117238	CU463231.2		6	40475711	40481777	1
ENSDARG00000117615	BX324202.1		6	41909373	41915002	1
ENSDARG00000117547	CABZ01086127.1		21	1204370	1292923	1
ENSDARG00000117422	FP103074.1		21	8692022	8709233	1
ENSDARG00000117251	CABZ01043506.2		21	10064675	10070964	1
ENSDARG00000117472	CABZ01043503.1		21	10092302	10101629	1
ENSDARG00000117700	AL928707.3		21	12355585	12435062	-1
ENSDARG00000117235	CR293531.2		21	12518559	12527116	-1
ENSDARG00000117454	CR792457.1	uncharacterized LOC103909430 [Source:NCBI gene;Acc:103909430]	21	13055886	13061774	-1
ENSDARG00000117797	BX005302.1		21	16891987	16939257	-1
ENSDARG00000117269	CU929241.1		21	17488671	17497861	-1
ENSDARG00000117618	BX927394.3		21	19746870	19752717	-1
ENSDARG00000117523	CR936479.1		21	23845537	23908543	-1
ENSDARG00000117689	CR759955.1		21	24423198	24438842	1
ENSDARG00000117308	zgc:194629	zgc:194629 [Source:ZFIN;Acc:ZDB-GENE-081022-133]	21	33058625	33090204	-1
ENSDARG00000117731	CU929171.1		21	37595791	37597916	-1
ENSDARG00000117542	CU463284.2		21	38960917	38972423	1
ENSDARG00000117478	CU463284.1		21	38976592	38990703	1
ENSDARG00000117825	CU207269.4		21	45445457	45447299	1
ENSDARG00000117307	CU207269.2		21	45449733	45452829	1
ENSDARG00000117261	CU207269.1		21	45454503	45457691	1
ENSDARG00000117754	CU207269.3		21	45462359	45470191	1
ENSDARG00000117229	CABZ01058362.1		21	45566178	45574985	1
ENSDARG00000117406	CR354549.3		25	23202011	23229282	1
ENSDARG00000117753	FO907087.1		25	288661	294609	-1
ENSDARG00000117522	CABZ01067754.1		25	5883742	5903572	-1
ENSDARG00000117563	FQ377991.1		25	6734961	6769429	1
ENSDARG00000117301	AL935322.1		25	9517201	9536879	-1
ENSDARG00000117799	BX663533.1		25	9642095	9651914	-1
ENSDARG00000117535	AL929493.2		25	9968518	10019056	1
ENSDARG00000117451	CR759887.4		25	16174902	16185861	1
ENSDARG00000117325	CR396595.1		25	23064627	23112585	1
ENSDARG00000117473	CR396595.2		25	23128698	23131139	1
ENSDARG00000117597	CR354549.6		25	23140524	23146581	1
ENSDARG00000117683	CR354549.8		25	23147602	23151051	1
ENSDARG00000117306	CR354549.2		25	23157622	23158887	1
ENSDARG00000117435	CR354549.4		25	23160076	23163371	1
ENSDARG00000117215	CR354549.1		25	23163952	23165024	1
ENSDARG00000117793	CR354549.12		25	23165191	23168230	1
ENSDARG00000117686	CR354549.9		25	23170301	23177833	1
ENSDARG00000117703	CR354549.10		25	23187376	23188515	1
ENSDARG00000117481	CR354549.5		25	23200066	23201809	1
ENSDARG00000117601	CR354549.7		25	23230158	23244411	1
ENSDARG00000117711	CR354549.11		25	23252369	23265932	1
ENSDARG00000117674	BX323444.1		25	28941582	28948156	1
ENSDARG00000117710	BX323444.2		25	28949389	28956819	1
ENSDARG00000117516	CABZ01089081.1		25	36096364	36100709	1
ENSDARG00000117369	FO834799.2		25	37466657	37476172	1
ENSDARG00000117256	BX640522.2		15	282731	290507	-1
ENSDARG00000117419	CABZ01086029.1	uncharacterized LOC110437884 [Source:NCBI gene;Acc:110437884]	15	2918257	2931021	-1
ENSDARG00000117388	CABZ01053592.1		15	3169974	3201297	1
ENSDARG00000117456	BX323573.1		15	10863850	10866560	1
ENSDARG00000117441	BX293559.2		15	10973717	10985904	-1
ENSDARG00000117788	CABZ01009248.1		15	13421514	13509368	1
ENSDARG00000117705	BX927244.2		15	14045121	14053466	1
ENSDARG00000117678	BX322555.5		15	29886423	30117669	-1
ENSDARG00000117442	CR848683.2		15	35414466	35661368	-1
ENSDARG00000117594	CR848749.2		15	37259354	37264265	-1
ENSDARG00000117539	CR848749.1	uncharacterized LOC100333235 [Source:NCBI gene;Acc:100333235]	15	37262329	37324971	1
ENSDARG00000117685	CR944667.3		15	37876716	37880887	-1
ENSDARG00000117603	BX571707.1		15	38372120	38463397	1
ENSDARG00000117741	LO018107.1		15	42136087	42139836	-1
ENSDARG00000117638	FO704909.1		15	43999530	44020074	-1
ENSDARG00000117241	CABZ01067657.1		15	46268826	46287579	1
ENSDARG00000117317	CABZ01044022.1		15	46288890	46289904	1
ENSDARG00000117734	CABZ01044023.1		15	46291409	46295532	1
ENSDARG00000117588	CABZ01087564.1		15	47585808	47592205	-1
ENSDARG00000117652	CABZ01087560.1		15	47609322	47614730	1
ENSDARG00000117245	CABZ01010098.1		19	497953	507940	1
ENSDARG00000117378	CABZ01078989.1		19	1135052	1142130	-1
ENSDARG00000117353	BX005154.1		19	9381450	9420394	1
ENSDARG00000117596	CR450687.1		19	13364536	13366234	-1
ENSDARG00000117498	CR318590.1		19	16907709	16909487	1
ENSDARG00000117531	BX649471.3		19	18314328	18315321	-1
ENSDARG00000117338	FP067442.1		19	18942726	18953206	-1
ENSDARG00000117749	BX470117.1		19	21176257	21188038	-1
ENSDARG00000117562	BX548249.1		19	24077935	24092309	1
ENSDARG00000117416	BX530091.1		19	24569365	24573197	1
ENSDARG00000117766	CU915256.2		19	25084265	25086092	-1
ENSDARG00000117259	BX957317.3		19	28803429	28824314	1
ENSDARG00000117526	BX547939.1		19	30147370	30276212	-1
ENSDARG00000117694	BX510301.2		19	30587866	30589951	1
ENSDARG00000117432	BX927219.1		19	30962723	30965661	-1
ENSDARG00000117548	CABZ01045414.1		19	38947629	38959047	1
